family	genus	species	taxid	segment	refseqs
Reoviridae	Rotavirus	Rotavirus D	335100	9	NC_014519
Reoviridae	Rotavirus	Rotavirus D	335100	10	NC_014520
Reoviridae	Rotavirus	Rotavirus D	335100	11	NC_014521
Reoviridae	Rotavirus	Rotavirus F	183405	1	NC_021625
Reoviridae	Rotavirus	Rotavirus F	183405	2	NC_021626
Reoviridae	Rotavirus	Rotavirus F	183405	9	NC_021627
Reoviridae	Rotavirus	Rotavirus F	183405	8	NC_021628
Reoviridae	Rotavirus	Rotavirus F	183405	10	NC_021629
Reoviridae	Rotavirus	Rotavirus F	183405	4	NC_021630
Reoviridae	Rotavirus	Rotavirus F	183405	3	NC_021631
Reoviridae	Rotavirus	Rotavirus F	183405	5	NC_021632
Reoviridae	Rotavirus	Rotavirus F	183405	7	NC_021633
Reoviridae	Rotavirus	Rotavirus F	183405	11	NC_021634
Reoviridae	Rotavirus	Rotavirus F	183405	6	NC_021635
Reoviridae	Rotavirus	Rotavirus G	183407	2	NC_021580
Reoviridae	Rotavirus	Rotavirus G	183407	3	NC_021581
Reoviridae	Rotavirus	Rotavirus G	183407	9	NC_021582
Reoviridae	Rotavirus	Rotavirus G	183407	5	NC_021583
Reoviridae	Rotavirus	Rotavirus G	183407	8	NC_021584
Reoviridae	Rotavirus	Rotavirus G	183407	7	NC_021585
Reoviridae	Rotavirus	Rotavirus G	183407	10	NC_021586
Reoviridae	Rotavirus	Rotavirus G	183407	11	NC_021587
Reoviridae	Rotavirus	Rotavirus G	183407	6	NC_021588
Reoviridae	Rotavirus	Rotavirus G	183407	4	NC_021589
Reoviridae	Rotavirus	Rotavirus G	183407	1	NC_021590
Reoviridae	Rotavirus	Rotavirus H	1348384	1	NC_007548
Reoviridae	Rotavirus	Rotavirus H	1348384	2	NC_007549
Reoviridae	Rotavirus	Rotavirus H	1348384	4	NC_007550
Reoviridae	Rotavirus	Rotavirus H	1348384	3	NC_007551
Reoviridae	Rotavirus	Rotavirus H	1348384	5	NC_007552
Reoviridae	Rotavirus	Rotavirus H	1348384	6	NC_007553
Reoviridae	Rotavirus	Rotavirus H	1348384	8	NC_007554
Reoviridae	Rotavirus	Rotavirus H	1348384	7	NC_007555
Reoviridae	Rotavirus	Rotavirus H	1348384	9	NC_007556
Reoviridae	Rotavirus	Rotavirus H	1348384	10	NC_007557
Reoviridae	Rotavirus	Rotavirus H	1348384	11	NC_007558
Reoviridae	Rotavirus	Rotavirus I	1637496	5	NC_026820
Reoviridae	Rotavirus	Rotavirus I	1637496	8	NC_026821
Reoviridae	Rotavirus	Rotavirus I	1637496	7	NC_026822
Reoviridae	Rotavirus	Rotavirus I	1637496	10	NC_026823
Reoviridae	Rotavirus	Rotavirus I	1637496	11	NC_026824
Reoviridae	Rotavirus	Rotavirus I	1637496	1	NC_026825
Reoviridae	Rotavirus	Rotavirus I	1637496	2	NC_026826
Reoviridae	Rotavirus	Rotavirus I	1637496	3	NC_026827
Reoviridae	Rotavirus	Rotavirus I	1637496	4	NC_026828
Reoviridae	Rotavirus	Rotavirus I	1637496	6	NC_026829
Reoviridae	Rotavirus	Rotavirus I	1637496	9	NC_026830
Reoviridae	Seadornavirus	Banna virus	77763	12	NC_004198
Reoviridae	Seadornavirus	Banna virus	77763	11	NC_004200
Reoviridae	Seadornavirus	Banna virus	77763	10	NC_004201
Reoviridae	Seadornavirus	Banna virus	77763	9	NC_004202
Reoviridae	Seadornavirus	Banna virus	77763	8	NC_004203
Reoviridae	Seadornavirus	Banna virus	77763	7	NC_004204
Reoviridae	Seadornavirus	Banna virus	77763	1	NC_004211
Reoviridae	Seadornavirus	Banna virus	77763	2	NC_004217
Reoviridae	Seadornavirus	Banna virus	77763	3	NC_004218
Reoviridae	Seadornavirus	Banna virus	77763	4	NC_004219
Reoviridae	Seadornavirus	Banna virus	77763	5	NC_004220
Reoviridae	Seadornavirus	Banna virus	77763	6	NC_004221
Reoviridae	Seadornavirus	Kadipiro virus	104580	12	NC_004199
Reoviridae	Seadornavirus	Kadipiro virus	104580	11	NC_004205
Reoviridae	Seadornavirus	Kadipiro virus	104580	10	NC_004206
Reoviridae	Seadornavirus	Kadipiro virus	104580	9	NC_004207
Reoviridae	Seadornavirus	Kadipiro virus	104580	8	NC_004208
Reoviridae	Seadornavirus	Kadipiro virus	104580	7	NC_004209
Reoviridae	Seadornavirus	Kadipiro virus	104580	1	NC_004210
Reoviridae	Seadornavirus	Kadipiro virus	104580	2	NC_004212
Reoviridae	Seadornavirus	Kadipiro virus	104580	3	NC_004213
Reoviridae	Seadornavirus	Kadipiro virus	104580	4	NC_004214
Reoviridae	Seadornavirus	Kadipiro virus	104580	5	NC_004215
Reoviridae	Seadornavirus	Kadipiro virus	104580	6	NC_004216
Reoviridae	Seadornavirus	Liao ning virus	246280	1	NC_007736
Reoviridae	Seadornavirus	Liao ning virus	246280	2	NC_007737
Reoviridae	Seadornavirus	Liao ning virus	246280	3	NC_007738
Reoviridae	Seadornavirus	Liao ning virus	246280	4	NC_007739
Reoviridae	Seadornavirus	Liao ning virus	246280	5	NC_007740
Reoviridae	Seadornavirus	Liao ning virus	246280	6	NC_007741
Reoviridae	Seadornavirus	Liao ning virus	246280	7	NC_007742
Reoviridae	Seadornavirus	Liao ning virus	246280	8	NC_007743
Reoviridae	Seadornavirus	Liao ning virus	246280	9	NC_007744
Reoviridae	Seadornavirus	Liao ning virus	246280	10	NC_007745
Reoviridae	Seadornavirus	Liao ning virus	246280	11	NC_007746
Reoviridae	Seadornavirus	Liao ning virus	246280	12	NC_007747
Retroviridae	unknown	Atlantic salmon swim bladder sarcoma virus	348296	None	NC_007654
Retroviridae	unknown	Avian endogenous retrovirus EAV-HP	93465	None	NC_005947
Retroviridae	unknown	Citrus endogenous pararetrovirus	1435008	None	NC_023153
Retroviridae	unknown	Human endogenous retrovirus K	45617	None	NC_022518
Retroviridae	unknown	Snakehead retrovirus	40270	None	NC_001724
Retroviridae	unknown	Xenopus laevis endogenous retrovirus Xen1	204873	None	NC_010955
Retroviridae	Alpharetrovirus	Avian carcinoma virus	11958	None	NC_001402
Retroviridae	Alpharetrovirus	Avian leukosis virus	11864	None	NC_001408,NC_015116,NC_015116
Retroviridae	Alpharetrovirus	Avian myeloblastosis virus	11866	None	NC_043404
Retroviridae	Alpharetrovirus	Avian myelocytomatosis virus	11867	None	NC_001866
Retroviridae	Alpharetrovirus	Avian sarcoma virus CT10	11878	None	NC_038922
Retroviridae	Alpharetrovirus	Fujinami sarcoma virus	11885	None	NC_001403
Retroviridae	Alpharetrovirus	Rous sarcoma virus	11886	None	NC_001407
Retroviridae	Alpharetrovirus	UR2 sarcoma virus	354090	None	NC_001618
Retroviridae	Alpharetrovirus	Y73 sarcoma virus	11884	None	NC_008094
Retroviridae	Betaretrovirus	Bovine retrovirus CH15	1822365	None	NC_029852
Retroviridae	Betaretrovirus	Desmodus rotundus endogenous retrovirus	1622024	None	NC_027117
Retroviridae	Betaretrovirus	Enzootic nasal tumour virus of goats	239365	None	NC_004994
Retroviridae	Betaretrovirus	Jaagsiekte sheep retrovirus	11746	None	NC_001494
Retroviridae	Betaretrovirus	Mason-Pfizer monkey virus	11855	None	NC_001550
Retroviridae	Betaretrovirus	Mouse mammary tumor virus	11757	None	NC_001503
Retroviridae	Betaretrovirus	Ovine enzootic nasal tumor virus	69576	None	NC_007015
Retroviridae	Betaretrovirus	Simian retrovirus 4	723802	None	NC_014474
Retroviridae	Betaretrovirus	Simian retrovirus 8	1904439	None	NC_031326
Retroviridae	Betaretrovirus	Squirrel monkey retrovirus	11856	None	NC_001514
Retroviridae	Bovispumavirus	Bovine foamy virus	207343	None	NC_001831
Retroviridae	Deltaretrovirus	Bovine leukemia virus	11901	None	NC_001414
Retroviridae	Deltaretrovirus	Human T-lymphotropic virus 4	318279	None	NC_011800
Retroviridae	Deltaretrovirus	Primate T-lymphotropic virus 1	194440	None	NC_000858,NC_001436,NC_001436
Retroviridae	Deltaretrovirus	Primate T-lymphotropic virus 2	194441	None	NC_001488,NC_001815,NC_001815,NC_001488
Retroviridae	Deltaretrovirus	Primate T-lymphotropic virus 3	194443	None	NC_003323
Retroviridae	Deltaretrovirus	Simian T-cell lymphotropic virus 6	481147	None	NC_011546
Retroviridae	Epsilonretrovirus	Walleye dermal sarcoma virus	39720	None	NC_001867
Retroviridae	Epsilonretrovirus	Walleye epidermal hyperplasia virus 1	64462	None	NC_043194
Retroviridae	Epsilonretrovirus	Walleye epidermal hyperplasia virus 2	64461	None	NC_043195
Retroviridae	Equispumavirus	Equine foamy virus	109270	None	NC_002201
Retroviridae	Felispumavirus	Feline foamy virus	53182	None	NC_039242
Retroviridae	Felispumavirus	Puma feline foamy virus	2169894	None	NC_039022
Retroviridae	Gammaretrovirus	Abelson murine leukemia virus	11788	None	NC_001499
Retroviridae	Gammaretrovirus	Baboon endogenous virus	196403	None	NC_022517
Retroviridae	Gammaretrovirus	Feline leukemia virus	11768	None	NC_001940
Retroviridae	Gammaretrovirus	Finkel-Biskis-Jinkins murine sarcoma virus	353765	None	NC_038858
Retroviridae	Gammaretrovirus	Gibbon ape leukemia virus	11840	None	NC_001885
Retroviridae	Gammaretrovirus	Hardy-Zuckerman feline sarcoma virus	39746	None	NC_038923
Retroviridae	Gammaretrovirus	Harvey murine sarcoma virus	11807	None	NC_038668
Retroviridae	Gammaretrovirus	Kirsten murine sarcoma virus	11808	None	NC_043426
Retroviridae	Gammaretrovirus	Koala retrovirus	394239	None	NC_039228
Retroviridae	Gammaretrovirus	Moloney murine sarcoma virus	11809	None	NC_001502
Retroviridae	Gammaretrovirus	Murine leukemia virus	11786	None	NC_001501,NC_001362,NC_001702
Retroviridae	Gammaretrovirus	Murine leukemia-related retroviruses	99182	None	NC_007815
Retroviridae	Gammaretrovirus	Murine osteosarcoma virus	11830	None	NC_001506
Retroviridae	Gammaretrovirus	Mus musculus mobilized endogenous polytropic provirus	590745	None	NC_029853
Retroviridae	Gammaretrovirus	Porcine type-C oncovirus	369960	None	NC_003059
Retroviridae	Gammaretrovirus	RD114 retrovirus	11834	None	NC_009889
Retroviridae	Gammaretrovirus	Reticuloendotheliosis virus	11636	None	NC_006934
Retroviridae	Gammaretrovirus	Snyder-Theilen feline sarcoma virus	11780	None	NC_043382
Retroviridae	Gammaretrovirus	Spleen focus-forming virus	11819	None	NC_001500
Retroviridae	Gammaretrovirus	Woolly monkey sarcoma virus	11970	None	NC_009424
Retroviridae	Lentivirus	Bovine immunodeficiency virus	11657	None	NC_001413
Retroviridae	Lentivirus	Caprine arthritis encephalitis virus	11660	None	NC_001463
Retroviridae	Lentivirus	Equine infectious anemia virus	11665	None	NC_001450
Retroviridae	Lentivirus	Feline immunodeficiency virus	11673	None	NC_001482
Retroviridae	Lentivirus	Human immunodeficiency virus 1	11676	None	NC_001802
Retroviridae	Lentivirus	Human immunodeficiency virus 2	11709	None	NC_001722
Retroviridae	Lentivirus	Jembrana disease virus	36370	None	NC_001654
Retroviridae	Lentivirus	Ovine lentivirus	11663	None	NC_001511
Retroviridae	Lentivirus	Puma lentivirus	12804	None	NC_038669
Retroviridae	Lentivirus	Simian immunodeficiency virus	11723	None	NC_001549,NC_001549,NC_004455
Retroviridae	Lentivirus	Visna-maedi virus	2169971	None	NC_001452
Retroviridae	Prosimiispumavirus	Brown greater galago prosimian foamy virus	2170139	None	NC_039023
Retroviridae	Simiispumavirus	Bornean orangutan simian foamy virus	2170193	None	NC_039085
Retroviridae	Simiispumavirus	Central cimpanzee simian foamy virus	2170194	None	NC_039024
Retroviridae	Simiispumavirus	Eastern chimpanzee simian foamy virus	2170195	None	NC_039025
Retroviridae	Simiispumavirus	Guenon simian foamy virus	2170197	None	NC_043445
Retroviridae	Simiispumavirus	Japanese macaque simian foamy virus	2170198	None	NC_039026
Retroviridae	Simiispumavirus	Rhesus macaque simian foamy virus	2170199	None	NC_039238
Retroviridae	Simiispumavirus	Spider monkey simian foamy virus	2170200	None	NC_039027
Retroviridae	Simiispumavirus	Squirrel monkey simian foamy virus	2170201	None	NC_039028
Retroviridae	Simiispumavirus	Western lowland gorilla simian foamy virus	2170204	None	NC_039029
Retroviridae	Simiispumavirus	White-tufted-ear marmoset simian foamy virus	2170205	None	NC_039030
Retroviridae	Simiispumavirus	Yellow-breasted capuchin simian foamy virus	2170206	None	NC_039031
Retroviridae	Spumavirus	African green monkey simian foamy virus	338079	None	NC_010820
Retroviridae	Spumavirus	Simian foamy virus	11642	None	NC_001364
Rhabdoviridae	unknown	Dolphin rhabdovirus	1511639	None	NC_025406
Rhabdoviridae	unknown	Farmington virus	1027468	None	NC_025253
Rhabdoviridae	unknown	Scophthalmus maximus rhabdovirus	936149	None	NC_025387
Rhabdoviridae	unknown	Siniperca chuatsi rhabdovirus	373862	None	NC_008514
Rhabdoviridae	unknown	Sunguru virus	1491491	None	NC_025401
Rhabdoviridae	Ephemerovirus	Adelaide River ephemerovirus	1972589	None	NC_028246
Rhabdoviridae	Ephemerovirus	Berrimah ephemerovirus	1972594	None	NC_025358
Rhabdoviridae	Ephemerovirus	Bovine fever ephemerovirus	1972593	None	NC_002526
Rhabdoviridae	Ephemerovirus	Kimberley ephemerovirus	1972595	None	NC_025396
Rhabdoviridae	Ephemerovirus	Koolpinyah ephemerovirus	1972596	None	NC_028239
Rhabdoviridae	Hapavirus	Flanders hapavirus	1972612	None	NC_039202
Rhabdoviridae	Hapavirus	Marco hapavirus	1972620	None	NC_034530
Rhabdoviridae	Ledantevirus	Barur ledantevirus	1978534	None	NC_034535
Rhabdoviridae	Ledantevirus	Fikirini ledantevirus	1978545	None	NC_025341
Rhabdoviridae	Ledantevirus	Kern Canyon ledantevirus	1978537	None	NC_034451
Rhabdoviridae	Ledantevirus	Keuraliba ledantevirus	1978538	None	NC_034540
Rhabdoviridae	Ledantevirus	Kolente ledantevirus	1978546	None	NC_025342
Rhabdoviridae	Ledantevirus	Kumasi ledantevirus	1978543	None	NC_028236
Rhabdoviridae	Ledantevirus	Le Dantec ledantevirus	1978540	None	NC_034443
Rhabdoviridae	Ledantevirus	Mount Elgon bat ledantevirus	1978542	None	NC_034545
Rhabdoviridae	Ledantevirus	Nishimuro ledantevirus	1978536	None	NC_038276
Rhabdoviridae	Ledantevirus	Oita ledantevirus	1978544	None	NC_034548
Rhabdoviridae	Ledantevirus	Vaprio ledantevirus	2560829	None	NC_043538
Rhabdoviridae	Lyssavirus	Aravan lyssavirus	211977	None	NC_020808
Rhabdoviridae	Lyssavirus	Australian bat lyssavirus	90961	None	NC_003243
Rhabdoviridae	Lyssavirus	Bokeloh bat lyssavirus	1072176	None	NC_025251
Rhabdoviridae	Lyssavirus	Duvenhage lyssavirus	38767	None	NC_020810
Rhabdoviridae	Lyssavirus	European bat 1 lyssavirus	57482	None	NC_009527
Rhabdoviridae	Lyssavirus	European bat 2 lyssavirus	57483	None	NC_009528
Rhabdoviridae	Lyssavirus	Gannoruwa bat lyssavirus	1846259	None	NC_031988
Rhabdoviridae	Lyssavirus	Ikoma lyssavirus	1167696	None	NC_018629
Rhabdoviridae	Lyssavirus	Irkut lyssavirus	249583	None	NC_020809
Rhabdoviridae	Lyssavirus	Khujand lyssavirus	237716	None	NC_025385
Rhabdoviridae	Lyssavirus	Lagos bat lyssavirus	38766	None	NC_020807
Rhabdoviridae	Lyssavirus	Lleida bat lyssavirus	1213198	None	NC_031955
Rhabdoviridae	Lyssavirus	Lyssavirus Ozernoe	642022	None	NC_025408
Rhabdoviridae	Lyssavirus	Mokola lyssavirus	12538	None	NC_006429
Rhabdoviridae	Lyssavirus	Rabies lyssavirus	11292	None	NC_001542
Rhabdoviridae	Lyssavirus	Shimoni bat lyssavirus	746543	None	NC_025365
Rhabdoviridae	Lyssavirus	West Caucasian bat lyssavirus	249584	None	NC_025377
Rhabdoviridae	Novirhabdovirus	Hirame novirhabdovirus	1980915	None	NC_005093
Rhabdoviridae	Novirhabdovirus	Piscine novirhabdovirus	1980916	None	NC_000855
Rhabdoviridae	Novirhabdovirus	Salmonid novirhabdovirus	1980917	None	NC_001652
Rhabdoviridae	Novirhabdovirus	Snakehead novirhabdovirus	1980918	None	NC_000903
Rhabdoviridae	Perhabdovirus	Anguillid perhabdovirus	1300113	None	NC_022581
Rhabdoviridae	Perhabdovirus	Perch perhabdovirus	1256869	None	NC_020803
Rhabdoviridae	Perhabdovirus	Sea trout perhabdovirus	179986	None	NC_038277
Rhabdoviridae	Sprivivirus	Carp sprivivirus	696863	None	NC_002803
Rhabdoviridae	Sprivivirus	Pike fry sprivivirus	219584	None	NC_025356,NC_025371,NC_025376,NC_025371,NC_025356,NC_025376
Rhabdoviridae	Sripuvirus	Almpiwar sripuvirus	1985693	None	NC_025391,NC_025399
Rhabdoviridae	Sripuvirus	Chaco sripuvirus	1985694	None	NC_034550
Rhabdoviridae	Sripuvirus	Sena Madureira sripuvirus	1985696	None	NC_034529
Rhabdoviridae	Tibrovirus	Bas-Congo tibrovirus	1987017	None	NC_043067
Rhabdoviridae	Tibrovirus	Coastal Plains tibrovirus	1972586	None	NC_025397
Rhabdoviridae	Tibrovirus	Ekpoma 1 tibrovirus	1987018	None	NC_038282
Rhabdoviridae	Tibrovirus	Ekpoma 2 tibrovirus	1987019	None	NC_038283
Rhabdoviridae	Tibrovirus	Tibrogargan tibrovirus	1972584	None	NC_020804
Rhabdoviridae	Tupavirus	Durham tupavirus	1972581	None	NC_038284
Rhabdoviridae	Tupavirus	Klamath tupavirus	1972588	None	NC_034549
Rhabdoviridae	Tupavirus	Tupaia tupavirus	1972580	None	NC_007020
Rhabdoviridae	Vesiculovirus	Alagoas vesiculovirus	1972579	None	NC_025353
Rhabdoviridae	Vesiculovirus	American bat vesiculovirus	1972564	None	NC_022755
Rhabdoviridae	Vesiculovirus	Carajas vesiculovirus	1972571	None	NC_038285
Rhabdoviridae	Vesiculovirus	Chandipura vesiculovirus	1972576	None	NC_020805
Rhabdoviridae	Vesiculovirus	Cocal vesiculovirus	1972572	None	NC_028255
Rhabdoviridae	Vesiculovirus	Indiana vesiculovirus	1972577	None	NC_038236,NC_001560
Rhabdoviridae	Vesiculovirus	Isfahan vesiculovirus	1972573	None	NC_020806
Rhabdoviridae	Vesiculovirus	Jurona vesiculovirus	1972568	None	NC_039206
Rhabdoviridae	Vesiculovirus	Maraba vesiculovirus	1972574	None	NC_025255
Rhabdoviridae	Vesiculovirus	New Jersey vesiculovirus	1972578	None	NC_024473
Rhabdoviridae	Vesiculovirus	Piry vesiculovirus	1972575	None	NC_038286
Rhabdoviridae	Vesiculovirus	Yug Bogdanovac vesiculovirus	1972567	None	NC_025378
Smacoviridae	unknown	Chicken associated smacovirus	1932006	None	NC_033275
Smacoviridae	Bovismacovirus	Bovine associated bovismacovirus 1	2169576	None	NC_039054
Smacoviridae	Bovismacovirus	Bovine associated bovismacovirus 2	2169776	None	NC_030123
Smacoviridae	Cosmacovirus	Bovine associated cosmacovirus 1	2169852	None	NC_030128
Smacoviridae	Drosmacovirus	Bovine associated drosmacovirus 1	2169875	None	NC_030125
Smacoviridae	Drosmacovirus	Camel associated drosmacovirus 1	2169876	None	NC_039057
Smacoviridae	Drosmacovirus	Camel associated drosmacovirus 2	2169877	None	NC_039058
Smacoviridae	Huchismacovirus	Bovine associated huchismacovirus 1	2169930	None	NC_030124
Smacoviridae	Huchismacovirus	Bovine associated huchismacovirus 2	2169931	None	NC_030129
Smacoviridae	Huchismacovirus	Chicken associated huchismacovirus 1	2169932	None	NC_039059
Smacoviridae	Huchismacovirus	Chicken associated huchismacovirus 2	2169933	None	NC_039060
Smacoviridae	Huchismacovirus	Human associated huchismacovirus 1	2169934	None	NC_039061
Smacoviridae	Huchismacovirus	Human associated huchismacovirus 2	2169935	None	NC_039062
Smacoviridae	Huchismacovirus	Human associated huchismacovirus 3	2169936	None	NC_039063
Smacoviridae	Huchismacovirus	Human smacovirus 1	1595998	None	NC_026252
Smacoviridae	Porprismacovirus	Alces alces faeces associated smacovirus MP78	2219142	None	NC_040359
Smacoviridae	Porprismacovirus	Bovine associated porprismacovirus 1	2170104	None	NC_030119
Smacoviridae	Porprismacovirus	Camel associated porprismacovirus 1	2170105	None	NC_039064
Smacoviridae	Porprismacovirus	Camel associated porprismacovirus 2	2170106	None	NC_039065
Smacoviridae	Porprismacovirus	Camel associated porprismacovirus 3	2170107	None	NC_039066
Smacoviridae	Porprismacovirus	Camel associated porprismacovirus 4	2170108	None	NC_039067
Smacoviridae	Porprismacovirus	Chimpanzee associated porprismacovirus 1	2170109	None	NC_039068
Smacoviridae	Porprismacovirus	Chimpanzee associated porprismacovirus 2	2170110	None	NC_039069
Smacoviridae	Porprismacovirus	Gorilla associated porprismacovirus 1	2170111	None	NC_026319
Smacoviridae	Porprismacovirus	Howler monkey associated porprismacovirus 1	2170112	None	NC_026317
Smacoviridae	Porprismacovirus	Human associated porprismacovirus 1	2170113	None	NC_039070
Smacoviridae	Porprismacovirus	Human associated porprismacovirus 2	2170114	None	NC_026318
Smacoviridae	Porprismacovirus	Human feces smacovirus 3	1820159	None	NC_035474
Smacoviridae	Porprismacovirus	Lemur associated porprismacovirus 1	2170115	None	NC_026320
Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 10	2170117	None	NC_030126
Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 3	2170119	None	NC_021204
Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 4	2170120	None	NC_039071
Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 5	2170121	None	NC_024772
Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 6	2170122	None	NC_024776
Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 7	2170123	None	NC_024773
Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 8	2170124	None	NC_024775
Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 9	2170125	None	NC_024774
Smacoviridae	Porprismacovirus	Rat associated porprismacovirus 1	2170126	None	NC_027777
Smacoviridae	Porprismacovirus	Sheep associated porprismacovirus 1	2170127	None	NC_030121
Smacoviridae	Porprismacovirus	Sheep associated porprismacovirus 2	2170128	None	NC_030122
Smacoviridae	Porprismacovirus	Sheep associated porprismacovirus 3	2170129	None	NC_030120
Smacoviridae	Porprismacovirus	Turkey associated porprismacovirus 1	2170130	None	NC_023887
Sunviridae	Sunshinevirus	Reptile sunshinevirus 1	1884453	None	NC_025345
Tobaniviridae	Oncotshavirus	Chinook salmon nidovirus 1	1986113	None	NC_026812
Tobaniviridae	Tiruvirus	Shingleback nidovirus 1	1912590	None	NC_043474
Tobaniviridae	Torovirus	Bovine torovirus	74501	None	NC_007447
Tobaniviridae	Torovirus	Porcine torovirus	237020	None	NC_022787
Togaviridae	Alphavirus	Aura virus	44158	None	NC_003900
Togaviridae	Alphavirus	Barmah Forest virus	11020	None	NC_001786
Togaviridae	Alphavirus	Bebaru virus	59305	None	NC_016962
Togaviridae	Alphavirus	Cabassou virus	60879	None	NC_038670
Togaviridae	Alphavirus	Chikungunya virus	37124	None	NC_004162
Togaviridae	Alphavirus	Eastern equine encephalitis virus	11021	None	NC_003899
Togaviridae	Alphavirus	Everglades virus	2083198	None	NC_038671
Togaviridae	Alphavirus	Fort Morgan virus	48544	None	NC_013528
Togaviridae	Alphavirus	Getah virus	59300	None	NC_006558
Togaviridae	Alphavirus	Highlands J virus	11024	None	NC_012561
Togaviridae	Alphavirus	Madariaga virus	1440170	None	NC_023812
Togaviridae	Alphavirus	Mayaro virus	59301	None	NC_003417
Togaviridae	Alphavirus	Middelburg virus	11023	None	NC_024887
Togaviridae	Alphavirus	Mosso das Pedras virus	2083199	None	NC_038857
Togaviridae	Alphavirus	Mucambo virus	60875	None	NC_038672
Togaviridae	Alphavirus	Ndumu virus	59302	None	NC_016959
Togaviridae	Alphavirus	Onyong-nyong virus	2169701	None	NC_001512
Togaviridae	Alphavirus	Pixuna virus	60876	None	NC_038673
